p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11
-4.600000102072954178e-03,-3.199999919161200523e-03,5.000000237487256527e-04,4.600000102072954178e-03,4.199999850243330002e-03,3.199999919161200523e-03,9.933000206947326660e-01,9.983999729156494141e-01,9.847999811172485352e-01,9.736999869346618652e-01,-9.999999747378751636e-05
-5.599999800324440002e-03,-3.599999938160181046e-03,1.399999950081110001e-03,4.199999850243330002e-03,4.600000102072954178e-03,3.199999919161200523e-03,9.958000183105468750e-01,9.955999851226806641e-01,9.854999780654907227e-01,9.725000262260437012e-01,-1.900000032037496567e-03
-6.300000008195638657e-03,-1.999999949475750327e-04,4.499999806284904480e-03,-8.999999845400452614e-04,4.000000189989805222e-03,1.700000022538006306e-03,9.979000091552734375e-01,9.998000264167785645e-01,9.860000014305114746e-01,9.703999757766723633e-01,-1.300000003539025784e-03
-2.799999900162220001e-03,1.200000056996941566e-03,3.700000001117587090e-03,-2.499999944120645523e-03,6.500000134110450745e-03,1.300000003539025784e-03,9.980000257492065430e-01,9.987000226974487305e-01,9.883000254631042480e-01,9.717000126838684082e-01,-2.700000070035457611e-03
1.399999950081110001e-03,-3.599999938160181046e-03,7.600000128149986267e-03,-3.899999894201755524e-03,3.500000108033418655e-03,-1.500000013038516045e-03,9.945999979972839355e-01,9.991000294685363770e-01,9.883000254631042480e-01,9.732999801635742188e-01,-2.600000007078051567e-03
-1.300000003539025784e-03,-2.899999963119626045e-03,2.300000051036477089e-03,-2.499999944120645523e-03,5.900000222027301788e-03,-3.000000026077032089e-03,9.951000213623046875e-01,1.004400014877319336e+00,9.890000224113464355e-01,9.695000052452087402e-01,-5.200000014156103134e-03
-3.000000142492353916e-04,-2.400000113993883133e-03,5.299999844282865524e-03,-1.500000013038516045e-03,6.899999920278787613e-03,-5.200000014156103134e-03,9.962999820709228516e-01,1.003000020980834961e+00,9.898999929428100586e-01,9.685000181198120117e-01,-3.299999982118606567e-03
-2.899999963119626045e-03,-4.300000146031379700e-03,9.800000116229057312e-03,3.999999898951500654e-04,5.499999970197677612e-03,-8.200000040233135223e-03,9.972000122070312500e-01,1.002200007438659668e+00,9.869999885559082031e-01,9.682000279426574707e-01,-3.000000026077032089e-03
-1.700000022538006306e-03,-1.200000056996941566e-03,1.059999968856573105e-02,-3.999999898951500654e-04,7.300000172108411789e-03,-7.300000172108411789e-03,9.991000294685363770e-01,1.000100016593933105e+00,9.843999743461608887e-01,9.713000059127807617e-01,-5.400000140070915222e-03
9.999999747378751636e-05,-3.999999898951500654e-04,1.150000002235174179e-02,-7.999999797903001308e-04,4.300000146031379700e-03,-4.300000146031379700e-03,9.955999851226806641e-01,1.000300049781799316e+00,9.854000210762023926e-01,9.703000187873840332e-01,-6.800000090152025223e-03
-2.099999925121665001e-03,2.300000051036477089e-03,1.109999977052211761e-02,-3.000000026077032089e-03,4.000000189989805222e-03,-3.599999938160181046e-03,9.965000152587890625e-01,9.998999834060668945e-01,9.837999939918518066e-01,9.689000248908996582e-01,-1.030000019818544388e-02
-2.499999944120645523e-03,3.199999919161200523e-03,9.499999694526195526e-03,-1.900000032037496567e-03,5.100000184029340744e-03,-3.700000001117587090e-03,9.947999715805053711e-01,9.997000098228454590e-01,9.829999804496765137e-01,9.681000113487243652e-01,-8.999999612569808960e-03
-3.400000045076012611e-03,4.600000102072954178e-03,8.899999782443046570e-03,-1.099999994039535522e-03,6.099999882280826569e-03,-1.099999994039535522e-03,9.936000108718872070e-01,9.970999956130981445e-01,9.799000024795532227e-01,9.660000205039978027e-01,-6.000000052154064178e-03
-6.899999920278787613e-03,3.400000045076012611e-03,8.799999952316284180e-03,-1.200000056996941566e-03,8.500000461935997009e-03,-2.600000007078051567e-03,9.944999814033508301e-01,9.973999857902526855e-01,9.825000166893005371e-01,9.721000194549560547e-01,-4.900000058114528656e-03
-4.800000227987766266e-03,-1.999999949475750327e-04,6.099999882280826569e-03,-3.199999919161200523e-03,6.699999794363975525e-03,-3.899999894201755524e-03,9.962999820709228516e-01,9.973000288009643555e-01,9.825000166893005371e-01,9.751999974250793457e-01,-3.400000045076012611e-03
-1.599999959580600262e-03,9.999999747378751636e-05,9.499999694526195526e-03,-5.100000184029340744e-03,8.299999870359897614e-03,-2.099999925121665001e-03,9.952999949455261230e-01,9.965000152587890625e-01,9.825000166893005371e-01,9.767000079154968262e-01,-6.599999964237213135e-03
-8.999999845400452614e-04,3.299999982118606567e-03,8.799999952316284180e-03,3.500000108033418655e-03,5.299999844282865524e-03,-4.499999806284904480e-03,9.958000183105468750e-01,1.000599980354309082e+00,9.839000105857849121e-01,9.775999784469604492e-01,-1.109999977052211761e-02
4.100000020116567612e-03,-6.000000052154064178e-03,7.300000172108411789e-03,4.600000102072954178e-03,7.300000172108411789e-03,-2.000000094994902611e-03,9.941999912261962891e-01,1.001899957656860352e+00,9.828000068664550781e-01,9.775999784469604492e-01,-9.499999694526195526e-03
2.000000094994902611e-03,-6.899999920278787613e-03,6.599999964237213135e-03,4.499999806284904480e-03,5.900000222027301788e-03,-3.000000142492353916e-04,9.939000010490417480e-01,9.983000159263610840e-01,9.761999845504760742e-01,9.760000109672546387e-01,-8.700000122189521790e-03
3.700000001117587090e-03,-8.299999870359897614e-03,4.900000058114528656e-03,5.499999970197677612e-03,3.100000089034438133e-03,5.599999800324440002e-03,9.983000159263610840e-01,9.959999918937683105e-01,9.743000268936157227e-01,9.742000102996826172e-01,-7.600000128149986267e-03
5.400000140070915222e-03,-6.099999882280826569e-03,1.200000056996941566e-03,6.200000178068876266e-03,2.499999944120645523e-03,4.000000189989805222e-03,1.001500010490417480e+00,9.976999759674072266e-01,9.807999730110168457e-01,9.746999740600585938e-01,-7.300000172108411789e-03
5.400000140070915222e-03,-3.599999938160181046e-03,4.100000020116567612e-03,3.899999894201755524e-03,4.100000020116567612e-03,3.199999919161200523e-03,1.000300049781799316e+00,9.976000189781188965e-01,9.821000099182128906e-01,9.736999869346618652e-01,-6.800000090152025223e-03
5.299999844282865524e-03,-1.900000032037496567e-03,2.300000051036477089e-03,-0.000000000000000000e+00,-2.199999988079071045e-03,1.399999950081110001e-03,9.975000023841857910e-01,9.950000047683715820e-01,9.805999994277954102e-01,9.733999967575073242e-01,-7.799999788403511047e-03
5.400000140070915222e-03,-6.999999750405550003e-04,5.100000184029340744e-03,4.000000189989805222e-03,-1.999999949475750327e-04,3.199999919161200523e-03,9.994999766349792480e-01,9.939000010490417480e-01,9.797000288963317871e-01,9.715999960899353027e-01,-6.000000052154064178e-03
5.599999800324440002e-03,-1.399999950081110001e-03,5.900000222027301788e-03,5.799999926239252090e-03,-3.299999982118606567e-03,1.799999969080090523e-03,9.994000196456909180e-01,9.897999763488769531e-01,9.839000105857849121e-01,9.700000286102294922e-01,-6.000000052154064178e-03
3.800000064074993134e-03,-1.599999959580600262e-03,4.699999932199716568e-03,7.400000002235174179e-03,-3.599999938160181046e-03,2.899999963119626045e-03,1.001399993896484375e+00,9.897999763488769531e-01,9.843000173568725586e-01,9.725999832153320312e-01,-4.199999850243330002e-03
2.400000113993883133e-03,2.199999988079071045e-03,3.500000108033418655e-03,6.500000134110450745e-03,-6.000000052154064178e-03,9.999999747378751636e-05,1.001500010490417480e+00,9.922999739646911621e-01,9.858000278472900391e-01,9.756000041961669922e-01,-2.899999963119626045e-03
4.199999850243330002e-03,-1.200000056996941566e-03,2.499999944120645523e-03,4.300000146031379700e-03,-8.000000379979610443e-03,1.700000022538006306e-03,9.980999827384948730e-01,9.943000078201293945e-01,9.858999848365783691e-01,9.771999716758728027e-01,-3.899999894201755524e-03
4.800000227987766266e-03,-3.000000142492353916e-04,2.000000094994902611e-03,7.400000002235174179e-03,-7.600000128149986267e-03,-1.500000013038516045e-03,9.963999986648559570e-01,9.976000189781188965e-01,9.868000149726867676e-01,9.760000109672546387e-01,-3.999999898951500654e-04
1.700000022538006306e-03,-6.000000284984707832e-04,4.300000146031379700e-03,8.200000040233135223e-03,-2.700000070035457611e-03,4.300000146031379700e-03,1.002799987792968750e+00,9.969999790191650391e-01,9.926000237464904785e-01,9.754999876022338867e-01,2.499999944120645523e-03
-7.999999797903001308e-04,-2.600000007078051567e-03,2.300000051036477089e-03,6.599999964237213135e-03,1.399999950081110001e-03,2.899999963119626045e-03,1.004299998283386230e+00,9.919999837875366211e-01,9.972000122070312500e-01,9.778000116348266602e-01,5.000000237487256527e-04
-2.400000113993883133e-03,3.000000142492353916e-04,-1.999999949475750327e-04,8.799999952316284180e-03,5.200000014156103134e-03,1.099999994039535522e-03,1.003900051116943359e+00,9.923999905586242676e-01,9.959999918937683105e-01,9.792000055313110352e-01,-1.599999959580600262e-03
1.099999994039535522e-03,-6.000000284984707832e-04,3.999999898951500654e-04,9.399999864399433136e-03,3.199999919161200523e-03,2.899999963119626045e-03,1.003200054168701172e+00,9.929999709129333496e-01,9.954000115394592285e-01,9.818999767303466797e-01,-2.300000051036477089e-03
-6.999999750405550003e-04,-1.500000013038516045e-03,6.000000284984707832e-04,4.699999932199716568e-03,4.499999806284904480e-03,4.900000058114528656e-03,1.003600001335144043e+00,9.945999979972839355e-01,9.970999956130981445e-01,9.781000018119812012e-01,-2.199999988079071045e-03
-7.999999797903001308e-04,1.099999994039535522e-03,1.900000032037496567e-03,6.599999964237213135e-03,5.000000237487256527e-04,5.299999844282865524e-03,9.980000257492065430e-01,9.904000163078308105e-01,9.929999709129333496e-01,9.781000018119812012e-01,-3.999999898951500654e-04
1.999999949475750327e-04,6.000000052154064178e-03,5.000000237487256527e-04,1.099999994039535522e-03,-7.999999797903001308e-04,5.400000140070915222e-03,9.979000091552734375e-01,9.922999739646911621e-01,9.962000250816345215e-01,9.842000007629394531e-01,-1.999999949475750327e-04
-1.999999949475750327e-04,5.200000014156103134e-03,3.500000108033418655e-03,9.999999747378751636e-05,-6.000000284984707832e-04,5.499999970197677612e-03,9.962000250816345215e-01,9.937999844551086426e-01,9.940000176429748535e-01,9.832999706268310547e-01,1.799999969080090523e-03
-2.600000007078051567e-03,7.899999618530273438e-03,2.899999963119626045e-03,3.000000142492353916e-04,3.999999898951500654e-04,5.299999844282865524e-03,1.000300049781799316e+00,9.948999881744384766e-01,9.963999986648559570e-01,9.822999835014343262e-01,6.000000284984707832e-04
-2.099999925121665001e-03,5.400000140070915222e-03,4.100000020116567612e-03,2.099999925121665001e-03,6.999999750405550003e-04,7.499999832361936569e-03,1.001500010490417480e+00,9.959999918937683105e-01,9.914000034332275391e-01,9.818000197410583496e-01,6.999999750405550003e-04
0.000000000000000000e+00,5.400000140070915222e-03,3.500000108033418655e-03,3.000000026077032089e-03,-1.999999949475750327e-04,9.600000455975532532e-03,1.001299977302551270e+00,9.951000213623046875e-01,9.902999997138977051e-01,9.853000044822692871e-01,7.999999797903001308e-04
6.000000284984707832e-04,4.699999932199716568e-03,2.899999963119626045e-03,3.400000045076012611e-03,1.999999949475750327e-04,7.899999618530273438e-03,1.003200054168701172e+00,9.926000237464904785e-01,9.919000267982482910e-01,9.879999756813049316e-01,1.399999950081110001e-03
4.000000189989805222e-03,5.299999844282865524e-03,6.800000090152025223e-03,2.499999944120645523e-03,2.799999900162220001e-03,7.899999618530273438e-03,1.007200002670288086e+00,9.908000230789184570e-01,9.932000041007995605e-01,9.843999743461608887e-01,4.199999850243330002e-03
2.199999988079071045e-03,2.600000007078051567e-03,2.400000113993883133e-03,-7.999999797903001308e-04,1.900000032037496567e-03,5.900000222027301788e-03,1.004699945449829102e+00,9.896000027656555176e-01,9.940000176429748535e-01,9.858000278472900391e-01,1.900000032037496567e-03
1.900000032037496567e-03,-1.000000047497451305e-03,-2.899999963119626045e-03,-1.000000047497451305e-03,3.000000026077032089e-03,2.899999963119626045e-03,1.001799941062927246e+00,9.872999787330627441e-01,9.922999739646911621e-01,9.865000247955322266e-01,6.999999750405550003e-04
1.099999994039535522e-03,-3.000000142492353916e-04,-5.200000014156103134e-03,-1.000000047497451305e-03,2.899999963119626045e-03,-8.999999845400452614e-04,1.001799941062927246e+00,9.862999916076660156e-01,9.940999746322631836e-01,9.869999885559082031e-01,-2.499999944120645523e-03
4.100000020116567612e-03,-2.099999925121665001e-03,-8.500000461935997009e-03,-3.000000026077032089e-03,2.300000051036477089e-03,-8.999999845400452614e-04,1.004999995231628418e+00,9.908999800682067871e-01,9.929999709129333496e-01,9.836000204086303711e-01,-1.200000056996941566e-03
1.700000022538006306e-03,-5.000000237487256527e-04,-1.159999985247850418e-02,-2.600000007078051567e-03,-9.999999747378751636e-05,-5.000000237487256527e-04,1.001099944114685059e+00,9.912999868392944336e-01,9.958999752998352051e-01,9.840000271797180176e-01,-6.000000284984707832e-04
3.000000026077032089e-03,-3.199999919161200523e-03,-1.420000009238719940e-02,-3.000000142492353916e-04,3.400000045076012611e-03,-1.399999950081110001e-03,1.001799941062927246e+00,9.901999831199645996e-01,9.940999746322631836e-01,9.858999848365783691e-01,-2.000000094994902611e-03
3.599999938160181046e-03,1.200000056996941566e-03,-1.090000011026859283e-02,-1.999999949475750327e-04,5.499999970197677612e-03,-2.099999925121665001e-03,9.993000030517578125e-01,9.893000125885009766e-01,9.926999807357788086e-01,9.890999794006347656e-01,8.999999845400452614e-04
3.100000089034438133e-03,9.999999747378751636e-05,-9.700000286102294922e-03,-6.999999750405550003e-04,2.700000070035457611e-03,-6.999999750405550003e-04,9.991000294685363770e-01,9.919000267982482910e-01,9.954000115394592285e-01,9.860000014305114746e-01,-7.999999797903001308e-04
1.900000032037496567e-03,-1.000000047497451305e-03,-9.800000116229057312e-03,1.599999959580600262e-03,4.600000102072954178e-03,-9.999999747378751636e-05,1.002500057220458984e+00,9.929999709129333496e-01,9.922999739646911621e-01,9.814000129699707031e-01,2.300000051036477089e-03
1.799999969080090523e-03,1.900000032037496567e-03,-7.499999832361936569e-03,1.300000003539025784e-03,2.899999963119626045e-03,-1.999999949475750327e-04,1.004899978637695312e+00,9.932000041007995605e-01,9.961000084877014160e-01,9.821000099182128906e-01,3.000000142492353916e-04
9.999999747378751636e-05,3.599999938160181046e-03,-4.000000189989805222e-03,1.900000032037496567e-03,4.800000227987766266e-03,1.000000047497451305e-03,1.005399942398071289e+00,9.925000071525573730e-01,9.987000226974487305e-01,9.801999926567077637e-01,-2.499999944120645523e-03
1.300000003539025784e-03,7.899999618530273438e-03,-3.599999938160181046e-03,3.599999938160181046e-03,4.000000189989805222e-03,1.399999950081110001e-03,1.006100058555603027e+00,9.916999936103820801e-01,9.986000061035156250e-01,9.819999933242797852e-01,-3.800000064074993134e-03
3.800000064074993134e-03,4.900000058114528656e-03,-4.399999976158142090e-03,1.000000047497451305e-03,4.000000189989805222e-03,7.999999797903001308e-04,1.007400035858154297e+00,9.923999905586242676e-01,9.975000023841857910e-01,9.842000007629394531e-01,-4.000000189989805222e-03
3.800000064074993134e-03,4.300000146031379700e-03,-1.500000013038516045e-03,-7.999999797903001308e-04,1.099999994039535522e-03,-1.900000032037496567e-03,1.007400035858154297e+00,9.961000084877014160e-01,9.969999790191650391e-01,9.837999939918518066e-01,9.999999747378751636e-05
-1.300000003539025784e-03,2.600000007078051567e-03,-3.100000089034438133e-03,4.000000189989805222e-03,3.000000142492353916e-04,-3.400000045076012611e-03,1.009600043296813965e+00,9.941999912261962891e-01,9.965000152587890625e-01,9.815000295639038086e-01,-1.099999994039535522e-03
-1.200000056996941566e-03,1.700000022538006306e-03,-3.899999894201755524e-03,3.500000108033418655e-03,-2.099999925121665001e-03,-3.000000142492353916e-04,1.009699940681457520e+00,9.947999715805053711e-01,9.955999851226806641e-01,9.782999753952026367e-01,3.999999898951500654e-04
-1.900000032037496567e-03,2.400000113993883133e-03,-3.199999919161200523e-03,6.899999920278787613e-03,-1.300000003539025784e-03,-1.999999949475750327e-04,1.007799983024597168e+00,1.000599980354309082e+00,9.965000152587890625e-01,9.811000227928161621e-01,-9.999999747378751636e-05
-6.999999750405550003e-04,1.900000032037496567e-03,-4.900000058114528656e-03,4.999999888241291046e-03,3.999999898951500654e-04,-1.999999949475750327e-04,1.009600043296813965e+00,1.000699996948242188e+00,1.002900004386901855e+00,9.796000123023986816e-01,1.900000032037496567e-03
-2.000000094994902611e-03,5.000000237487256527e-04,-3.199999919161200523e-03,1.799999969080090523e-03,7.999999797903001308e-04,-6.999999750405550003e-04,1.004400014877319336e+00,1.001399993896484375e+00,9.987000226974487305e-01,9.815000295639038086e-01,1.900000032037496567e-03
-5.900000222027301788e-03,4.100000020116567612e-03,1.000000047497451305e-03,1.599999959580600262e-03,1.000000047497451305e-03,2.300000051036477089e-03,1.007699966430664062e+00,1.001399993896484375e+00,1.000300049781799316e+00,9.800999760627746582e-01,2.499999944120645523e-03
-9.300000034272670746e-03,3.100000089034438133e-03,2.499999944120645523e-03,2.199999988079071045e-03,3.599999938160181046e-03,-3.000000142492353916e-04,1.008700013160705566e+00,1.000100016593933105e+00,9.994000196456909180e-01,9.782000184059143066e-01,-4.999999888241291046e-03
-1.040000002831220627e-02,2.700000070035457611e-03,1.799999969080090523e-03,-1.200000056996941566e-03,2.400000113993883133e-03,-1.999999949475750327e-04,1.009999990463256836e+00,9.980000257492065430e-01,9.991000294685363770e-01,9.769999980926513672e-01,-4.499999806284904480e-03
-9.200000204145908356e-03,-1.500000013038516045e-03,-3.999999898951500654e-04,-1.099999994039535522e-03,3.500000108033418655e-03,3.000000142492353916e-04,1.009099960327148438e+00,1.000200033187866211e+00,9.970999956130981445e-01,9.804999828338623047e-01,-1.700000022538006306e-03
-1.030000019818544388e-02,2.000000094994902611e-03,-2.499999944120645523e-03,-1.399999950081110001e-03,1.599999959580600262e-03,1.900000032037496567e-03,1.004500031471252441e+00,9.947000145912170410e-01,9.958000183105468750e-01,9.818999767303466797e-01,3.100000089034438133e-03
-1.400000043213367462e-02,3.000000142492353916e-04,-2.700000070035457611e-03,-1.399999950081110001e-03,3.599999938160181046e-03,4.399999976158142090e-03,1.002300024032592773e+00,9.965000152587890625e-01,9.973000288009643555e-01,9.787999987602233887e-01,1.099999994039535522e-03
-1.480000000447034836e-02,-2.899999963119626045e-03,-4.800000227987766266e-03,-3.999999898951500654e-04,3.199999919161200523e-03,2.000000094994902611e-03,1.002900004386901855e+00,9.983000159263610840e-01,9.980999827384948730e-01,9.772999882698059082e-01,2.600000007078051567e-03
-8.700000122189521790e-03,1.999999949475750327e-04,-4.800000227987766266e-03,1.500000013038516045e-03,2.600000007078051567e-03,1.300000003539025784e-03,1.005800008773803711e+00,9.993000030517578125e-01,9.994000196456909180e-01,9.732000231742858887e-01,6.999999750405550003e-04
-9.399999864399433136e-03,-6.999999750405550003e-04,-7.999999797903001308e-04,6.000000284984707832e-04,1.999999949475750327e-04,3.000000142492353916e-04,1.007599949836730957e+00,9.987999796867370605e-01,9.977999925613403320e-01,9.760000109672546387e-01,3.100000089034438133e-03
-1.260000001639127731e-02,7.999999797903001308e-04,-2.000000094994902611e-03,1.799999969080090523e-03,6.000000284984707832e-04,-2.099999925121665001e-03,1.007099986076354980e+00,9.991999864578247070e-01,9.940999746322631836e-01,9.749000072479248047e-01,5.299999844282865524e-03
-1.439999975264072418e-02,-2.400000113993883133e-03,-3.000000026077032089e-03,-6.999999750405550003e-04,-4.499999806284904480e-03,-3.599999938160181046e-03,1.010800004005432129e+00,9.993000030517578125e-01,9.912999868392944336e-01,9.704999923706054688e-01,4.800000227987766266e-03
-1.150000002235174179e-02,9.999999747378751636e-05,-4.000000189989805222e-03,-1.599999959580600262e-03,-3.599999938160181046e-03,-1.799999969080090523e-03,1.008900046348571777e+00,9.976000189781188965e-01,9.894999861717224121e-01,9.717000126838684082e-01,4.800000227987766266e-03
-7.799999788403511047e-03,-3.299999982118606567e-03,-2.400000113993883133e-03,-5.000000237487256527e-04,-2.099999925121665001e-03,-1.900000032037496567e-03,1.009500026702880859e+00,9.977999925613403320e-01,9.915999770164489746e-01,9.688000082969665527e-01,9.999999747378751636e-05
-9.100000374019145966e-03,-3.000000142492353916e-04,-2.799999900162220001e-03,0.000000000000000000e+00,-2.199999988079071045e-03,-1.599999959580600262e-03,1.015900015830993652e+00,1.001500010490417480e+00,9.904999732971191406e-01,9.702000021934509277e-01,1.900000032037496567e-03
-6.599999964237213135e-03,-1.599999959580600262e-03,-1.700000022538006306e-03,-8.999999845400452614e-04,-4.199999850243330002e-03,-3.199999919161200523e-03,1.016000032424926758e+00,1.002599954605102539e+00,9.919999837875366211e-01,9.721999764442443848e-01,1.399999950081110001e-03
-5.100000184029340744e-03,-3.999999898951500654e-04,-1.099999994039535522e-03,1.200000056996941566e-03,-4.199999850243330002e-03,-5.000000237487256527e-04,1.012400031089782715e+00,1.001099944114685059e+00,9.912999868392944336e-01,9.726999998092651367e-01,-6.999999750405550003e-04
-3.100000089034438133e-03,-1.599999959580600262e-03,-2.099999925121665001e-03,1.700000022538006306e-03,-1.500000013038516045e-03,6.000000284984707832e-04,1.012799978256225586e+00,1.001799941062927246e+00,9.907000064849853516e-01,9.746000170707702637e-01,-1.799999969080090523e-03
-1.200000056996941566e-03,-0.000000000000000000e+00,-1.500000013038516045e-03,3.299999982118606567e-03,3.999999898951500654e-04,1.500000013038516045e-03,1.013399958610534668e+00,9.972000122070312500e-01,9.889000058174133301e-01,9.746999740600585938e-01,-2.199999988079071045e-03
-6.999999750405550003e-04,-3.700000001117587090e-03,-4.300000146031379700e-03,4.600000102072954178e-03,3.100000089034438133e-03,4.800000227987766266e-03,1.010599970817565918e+00,9.962000250816345215e-01,9.904999732971191406e-01,9.743000268936157227e-01,-6.999999750405550003e-04
-6.000000284984707832e-04,-4.399999976158142090e-03,-8.999999845400452614e-04,3.500000108033418655e-03,5.200000014156103134e-03,7.100000046193599701e-03,1.005100011825561523e+00,9.951000213623046875e-01,9.926000237464904785e-01,9.760000109672546387e-01,7.999999797903001308e-04
-3.999999898951500654e-04,-3.400000045076012611e-03,-1.399999950081110001e-03,4.300000146031379700e-03,8.999999612569808960e-03,5.100000184029340744e-03,1.003600001335144043e+00,9.976999759674072266e-01,9.900000095367431641e-01,9.822000265121459961e-01,-1.000000047497451305e-03
1.500000013038516045e-03,-3.700000001117587090e-03,1.300000003539025784e-03,3.000000026077032089e-03,7.400000002235174179e-03,2.600000007078051567e-03,1.003100037574768066e+00,9.954000115394592285e-01,9.854000210762023926e-01,9.763000011444091797e-01,3.000000142492353916e-04
-8.999999845400452614e-04,-3.000000026077032089e-03,5.799999926239252090e-03,1.000000047497451305e-03,2.499999944120645523e-03,1.799999969080090523e-03,1.007300019264221191e+00,9.944999814033508301e-01,9.853000044822692871e-01,9.757999777793884277e-01,-6.000000284984707832e-04
-0.000000000000000000e+00,-6.999999750405550003e-04,8.600000292062759399e-03,2.400000113993883133e-03,4.900000058114528656e-03,1.399999950081110001e-03,1.000200033187866211e+00,9.940999746322631836e-01,9.862999916076660156e-01,9.740999937057495117e-01,-2.600000007078051567e-03
-2.000000094994902611e-03,1.799999969080090523e-03,9.300000034272670746e-03,3.700000001117587090e-03,2.899999963119626045e-03,7.400000002235174179e-03,1.003900051116943359e+00,9.950000047683715820e-01,9.858999848365783691e-01,9.768000245094299316e-01,-4.199999850243330002e-03
-3.299999982118606567e-03,3.800000064074993134e-03,6.599999964237213135e-03,5.700000096112489700e-03,4.199999850243330002e-03,6.099999882280826569e-03,1.005300045013427734e+00,9.955999851226806641e-01,9.860000014305114746e-01,9.750999808311462402e-01,-1.099999994039535522e-03
-2.499999944120645523e-03,5.100000184029340744e-03,8.100000210106372833e-03,4.900000058114528656e-03,3.999999898951500654e-04,3.700000001117587090e-03,1.006199955940246582e+00,9.950000047683715820e-01,9.915000200271606445e-01,9.790999889373779297e-01,-1.099999994039535522e-03
1.799999969080090523e-03,5.100000184029340744e-03,9.300000034272670746e-03,7.199999876320362091e-03,-1.999999949475750327e-04,1.700000022538006306e-03,1.005900025367736816e+00,9.936000108718872070e-01,9.937999844551086426e-01,9.745000004768371582e-01,2.000000094994902611e-03
-6.999999750405550003e-04,4.600000102072954178e-03,7.699999958276748657e-03,6.800000090152025223e-03,-1.300000003539025784e-03,2.400000113993883133e-03,1.006899952888488770e+00,9.915999770164489746e-01,9.962000250816345215e-01,9.720000028610229492e-01,1.200000056996941566e-03
-3.999999898951500654e-04,4.399999976158142090e-03,8.999999612569808960e-03,6.599999964237213135e-03,-2.400000113993883133e-03,3.599999938160181046e-03,1.006299972534179688e+00,9.866999983787536621e-01,9.939000010490417480e-01,9.733999967575073242e-01,6.999999750405550003e-04
-1.300000003539025784e-03,6.899999920278787613e-03,7.799999788403511047e-03,9.100000374019145966e-03,-6.599999964237213135e-03,1.799999969080090523e-03,1.003600001335144043e+00,9.868999719619750977e-01,9.912999868392944336e-01,9.745000004768371582e-01,8.999999845400452614e-04
2.000000094994902611e-03,5.200000014156103134e-03,9.600000455975532532e-03,1.180000044405460358e-02,-3.800000064074993134e-03,1.099999994039535522e-03,1.004099965095520020e+00,9.921000003814697266e-01,9.900000095367431641e-01,9.707000255584716797e-01,-3.000000026077032089e-03
1.099999994039535522e-03,2.300000051036477089e-03,1.090000011026859283e-02,1.020000036805868149e-02,-4.800000227987766266e-03,8.999999845400452614e-04,1.006399989128112793e+00,9.940000176429748535e-01,9.883999824523925781e-01,9.733999967575073242e-01,-3.000000142492353916e-04
6.000000284984707832e-04,4.199999850243330002e-03,9.899999946355819702e-03,1.159999985247850418e-02,-4.199999850243330002e-03,3.700000001117587090e-03,1.008800029754638672e+00,9.915000200271606445e-01,9.876999855041503906e-01,9.785000085830688477e-01,-1.500000013038516045e-03
-5.200000014156103134e-03,4.499999806284904480e-03,1.159999985247850418e-02,1.080000028014183044e-02,-5.700000096112489700e-03,4.399999976158142090e-03,1.008800029754638672e+00,9.944999814033508301e-01,9.908999800682067871e-01,9.789000153541564941e-01,2.400000113993883133e-03
-8.000000379979610443e-03,3.700000001117587090e-03,1.200000010430812836e-02,1.080000028014183044e-02,-6.200000178068876266e-03,1.399999950081110001e-03,1.005499958992004395e+00,9.951000213623046875e-01,9.911000132560729980e-01,9.779999852180480957e-01,4.600000102072954178e-03
-1.109999977052211761e-02,1.200000056996941566e-03,9.999999776482582092e-03,1.159999985247850418e-02,-4.100000020116567612e-03,3.700000001117587090e-03,1.005200028419494629e+00,9.914000034332275391e-01,9.929000139236450195e-01,9.761999845504760742e-01,6.200000178068876266e-03
-9.200000204145908356e-03,-5.000000237487256527e-04,7.300000172108411789e-03,7.100000046193599701e-03,5.000000237487256527e-04,3.599999938160181046e-03,1.008399963378906250e+00,9.922000169754028320e-01,9.940999746322631836e-01,9.753999710083007812e-01,3.700000001117587090e-03
-5.299999844282865524e-03,3.999999898951500654e-04,4.000000189989805222e-03,5.799999926239252090e-03,6.000000284984707832e-04,4.000000189989805222e-03,1.003800034523010254e+00,9.930999875068664551e-01,9.945999979972839355e-01,9.718000292778015137e-01,2.700000070035457611e-03
-1.300000003539025784e-03,-6.000000284984707832e-04,4.100000020116567612e-03,4.499999806284904480e-03,-7.999999797903001308e-04,4.600000102072954178e-03,1.003299951553344727e+00,9.929000139236450195e-01,9.897999763488769531e-01,9.679999947547912598e-01,4.699999932199716568e-03
-6.000000284984707832e-04,-3.999999898951500654e-04,3.599999938160181046e-03,3.299999982118606567e-03,-1.200000056996941566e-03,5.299999844282865524e-03,1.002400040626525879e+00,9.914000034332275391e-01,9.825999736785888672e-01,9.703999757766723633e-01,4.000000189989805222e-03
0.000000000000000000e+00,1.200000056996941566e-03,3.100000089034438133e-03,2.799999900162220001e-03,-2.499999944120645523e-03,7.199999876320362091e-03,1.003200054168701172e+00,9.922000169754028320e-01,9.879999756813049316e-01,9.660000205039978027e-01,4.100000020116567612e-03
